shrid2,pc91_state_id,pc91_district_id,pc91_town_id,pc91_land_area,pc91_pca_tot_p
11-21-395-03159-801896,19,10,104000,14.5,14127.0
11-21-395-03164-801897,19,10,103000,15.4,51062.0
11-21-395-03166-801898,19,10,102000,15.54,12974.0
11-21-396-03181-426511,19,11,112000,5.17,16151.0
11-21-396-03181-801899,19,11,107000,18.65,48247.0
11-21-396-03183-801900,19,11,108000,11.65,18317.0
11-21-396-03184-801901,19,11,109000,2.28,6611.0
11-21-397-03189-801902,19,11,105000,25.9,18604.0
11-21-397-03196-801903,19,11,106000,8.26,23513.0
11-21-398-03199-801904,19,11,104000,12.95,13309.0
11-21-398-03208-801905,19,11,103000,61.07,34924.0
11-21-398-03209-801906,19,11,101000,25.9,65246.0
11-21-398-03216-801907,19,11,102000,76.48,52507.0
11-21-398-03217-429994,19,11,113000,12.32,5719.0
11-21-399-03220-801908,19,11,100000,18.06,18351.0
11-21-399-03223-430673,19,11,110000,4.5,5981.0
11-21-399-03226-801909,19,11,111000,4.85,10096.0
11-22-400-03232-801910,13,39,101000,0.85,13404.0
11-22-400-03232-801911,13,39,103000,2.29,8316.0
11-22-400-03234-801912,13,39,104000,6.93,26326.0
11-22-400-03234-801913,13,39,108000,4.21,14297.0
11-22-400-03234-801914,13,39,109000,14.46,13933.0
11-22-400-03235-801916,13,39,204001,8.49,19960.0
11-22-401-03236-801917,13,39,100000,6.7,7834.0
11-22-401-03242-801923,13,39,106000,13.67,13049.0
11-22-401-03242-801924,13,39,107000,3.68,11313.0
11-22-401-03247-801927,13,39,110001,10.03,53227.0
11-22-402-03257-801932,13,41,100000,12.66,14788.0
11-22-402-03262-801933,13,41,101000,14.96,10917.0
11-22-403-03263-801935,13,41,102000,31.24,11000.0
11-22-403-03265-801937,13,41,103000,12.74,7040.0
11-22-403-03267-801939,13,41,105001,20.68,90265.0
11-22-403-03269-801941,13,41,104001,5.24,15126.0
11-22-403-03270-801942,13,41,106001,3.03,13923.0
11-22-404-03272-801945,13,40,104000,3.87,8417.0
11-22-404-03272-801945,13,40,105000,5.17,8749.0
11-22-404-03272-801945,13,40,102000,17.98,14761.0
11-22-404-03275-801949,13,40,300000,35.07,124501.0
11-22-405-03277-801950,13,40,115000,19.36,24754.0
11-22-405-03278-801951,13,40,116000,19.71,17854.0
11-22-405-03279-801952,13,40,110000,14.2,9553.0
11-22-405-03280-801954,13,40,121000,7.62,6298.0
11-22-405-03281-801955,13,40,114000,18.93,30086.0
11-22-405-03282-801957,13,40,113000,9.07,16894.0
11-22-405-03282-801958,13,40,117000,6.68,5467.0
11-22-405-03283-801960,13,40,120000,17.13,7737.0
11-22-406-03287-801965,13,40,100001,13.01,14196.0
11-22-406-03289-801966,13,40,101001,20.67,11658.0
11-22-406-03290-801967,13,40,108000,9.4,10377.0
11-22-406-03291-438071,13,40,103000,6.69,5060.0
11-22-406-03291-801968,13,40,107001,10.62,13494.0
11-22-406-03291-801969,13,40,106000,44.26,16069.0
11-22-406-03292-801970,13,40,112001,12.57,26340.0
11-22-406-03294-801973,13,40,111000,8.44,14733.0
11-22-406-03295-801975,13,40,310101,35.92,192396.0
11-22-406-03295-801977,13,40,310300,6.48,9087.0
11-22-406-03297-801979,13,40,118000,17.96,10561.0
11-22-406-03297-801980,13,40,119000,6.54,7260.0
11-22-407-03298-801981,13,42,100000,5.0,23916.0
11-22-407-03301-801985,13,40,109000,11.31,10369.0
11-22-408-03302-801987,13,42,101000,15.04,10274.0
11-22-408-03302-801988,13,42,102000,2.77,6189.0
11-22-408-03303-801989,13,42,103000,2.8,13569.0
11-22-408-03304-801990,13,42,104000,6.43,31459.0
11-22-408-03305-801991,13,42,300000,93.34,125371.0
11-22-408-03307-801993,13,42,105000,4.3,9317.0
11-22-408-03310-801994,13,42,106000,11.47,6672.0
11-22-409-03312-801997,13,43,101000,11.82,19093.0
11-22-409-03314-802001,13,43,100000,3.52,6236.0
11-22-409-03316-802003,13,43,102000,15.08,7474.0
11-22-409-03316-802004,13,43,103000,27.78,18702.0
11-22-409-03316-802005,13,43,104000,12.96,13123.0
11-22-409-03317-442629,13,43,105000,5.32,3790.0
11-22-409-03317-802006,13,43,300600,11.8,15913.0
11-22-409-03317-802008,13,43,300201,89.87,395360.0
11-22-409-03317-802009,13,43,300101,50.8,166932.0
11-22-409-03317-802009,13,43,300400,8.02,25058.0
11-22-409-03318-802011,13,43,300700,9.12,23619.0
11-22-409-03318-802011,13,43,300501,5.52,24137.0
11-22-409-03318-802011,13,43,107000,15.11,7142.0
11-22-409-03319-442850,13,43,106000,6.34,6479.0
11-22-409-03321-802015,13,43,108000,9.35,17916.0
11-22-409-03322-443306,13,43,110000,5.36,3975.0
11-22-409-03322-802016,13,43,109000,22.24,55996.0
11-22-410-03324-802020,13,44,103000,28.63,13551.0
11-22-410-03325-802021,13,44,100000,7.6,45468.0
11-22-410-03326-802022,13,44,102000,7.56,17373.0
11-22-410-03329-802027,13,44,101000,17.81,8639.0
11-22-410-03330-802029,13,44,107000,23.49,14257.0
11-22-410-03331-802031,13,44,110000,7.83,21003.0
11-22-410-03332-802034,13,44,300101,64.29,462694.0
11-22-410-03332-802034,13,24,108000,7.62,7560.0
11-22-410-03334-802038,13,44,104000,16.44,20578.0
11-22-411-03340-802043,13,44,105000,12.65,13869.0
11-22-411-03341-802045,13,44,108000,14.68,39176.0
11-22-411-03342-802046,13,44,106000,5.77,8832.0
11-22-411-03343-802047,13,44,109000,12.62,14801.0
11-22-412-03344-802049,13,44,111000,31.81,13668.0
11-22-412-03346-802052,13,44,112000,23.4,69357.0
11-22-413-03351-802056,13,45,100001,10.29,20702.0
11-22-414-03357-802062,13,45,101000,10.28,24398.0
11-22-414-03360-802064,13,45,102001,23.75,84578.0
11-22-416-03369-802068,13,45,103000,15.74,12582.0
11-22-416-03372-802071,13,45,104000,10.58,19623.0
11-23-418-03380-802078,13,06,103000,10.5,6435.0
11-23-418-03380-802078,13,01,107000,2.17,10679.0
11-23-418-03382-802079,13,01,108000,3.99,39047.0
11-23-418-03383-802080,13,01,109000,32.02,12617.0
11-23-419-03385-802081,13,01,100000,3.85,27274.0
11-23-419-03386-802082,13,01,101000,12.17,23021.0
11-23-419-03387-802083,13,01,300000,96.0,147124.0
11-23-419-03387-802084,13,01,105001,3.49,19216.0
11-23-419-03388-802085,13,01,104001,1.68,23301.0
11-23-419-03389-802086,13,01,103000,1.72,16139.0
11-23-419-03390-802087,13,01,102000,12.59,6596.0
11-23-419-03390-802088,13,01,106001,2.49,25928.0
11-23-420-03392-802089,13,02,100000,13.99,7202.0
11-23-420-03392-802090,13,02,300000,17.18,109755.0
11-23-420-03392-802091,13,02,102000,30.31,9818.0
11-23-420-03393-802092,13,02,103000,1.66,11416.0
11-23-420-03394-802093,13,02,101000,33.24,18183.0
11-23-420-03395-802094,13,02,104000,14.91,31457.0
11-23-420-03395-802095,13,02,106000,23.75,13746.0
11-23-420-03397-802096,13,02,105000,19.11,12287.0
11-23-420-03398-802097,13,02,107000,19.04,18703.0
11-23-420-03398-802098,13,02,108000,12.11,7728.0
11-23-420-03398-802099,13,02,109000,12.7,10848.0
11-23-421-03399-802100,13,03,300100,289.85,690765.0
11-23-421-03399-802101,13,03,300200,13.33,27015.0
11-23-421-03400-454188,13,03,102000,6.15,10708.0
11-23-421-03400-802102,13,03,101000,44.97,10288.0
11-23-421-03400-802103,13,03,103000,2.59,9595.0
11-23-421-03400-802104,13,03,104000,3.79,46588.0
11-23-421-03401-802105,13,03,105000,23.94,10248.0
11-23-421-03402-802106,13,03,100000,22.74,8840.0
11-23-422-03403-802107,13,04,100000,2.93,15373.0
11-23-422-03404-802108,13,04,101000,18.03,9115.0
11-23-422-03405-802109,13,04,102000,4.07,64477.0
11-23-422-03406-802111,13,03,106000,1.68,16400.0
11-23-423-03408-802112,13,05,300000,81.11,108277.0
11-23-423-03410-802114,13,05,100001,1.22,17418.0
11-23-423-03411-802115,13,05,101000,1.63,12200.0
11-23-423-03412-802116,13,05,104000,20.3,8641.0
11-23-423-03413-802117,13,05,102000,0.63,11462.0
11-23-423-03414-802118,13,05,103000,8.43,9780.0
11-23-424-03415-802119,13,07,100000,16.09,5202.0
11-23-424-03415-802120,13,07,102000,14.91,15044.0
11-23-424-03417-802122,13,07,101000,17.37,6729.0
11-23-424-03417-802123,13,07,103000,0.55,17020.0
11-23-424-03418-802124,13,07,104000,32.29,8490.0
11-23-424-03418-802125,13,07,106000,21.23,12300.0
11-23-424-03420-802126,13,07,105000,25.53,10493.0
11-23-424-03421-802127,13,07,110000,0.41,5960.0
11-23-424-03422-802128,13,07,108000,0.43,9843.0
11-23-424-03423-802129,13,07,107000,8.46,6649.0
11-23-424-03423-802130,13,07,109000,6.22,54173.0
11-23-424-03423-802131,13,07,111000,30.49,7111.0
11-23-425-03424-802132,13,08,101000,32.87,7209.0
11-23-425-03425-802133,13,08,102000,24.59,12455.0
11-23-425-03426-802134,13,08,104000,24.41,7926.0
11-23-425-03427-802135,13,08,100000,4.49,10525.0
11-23-425-03427-802136,13,08,103000,20.86,21521.0
11-23-425-03428-802137,13,08,105000,33.57,13598.0
11-23-425-03428-802138,13,08,106000,52.73,18938.0
11-23-425-03429-802139,13,08,107001,14.51,75594.0
11-23-425-03430-802141,13,08,108000,16.93,6541.0
11-23-425-03431-802142,13,08,111000,27.16,11145.0
11-23-425-03432-802143,13,08,112000,23.49,8169.0
11-23-425-03433-802144,13,08,109000,23.5,6686.0
11-23-425-03433-802145,13,08,110000,25.72,15770.0
11-23-425-03434-802146,13,08,113000,14.73,7447.0
11-23-426-03435-802147,13,09,100000,14.42,12283.0
11-23-426-03436-802148,13,09,101001,2.1,42547.0
11-23-426-03437-802149,13,09,102000,25.46,11100.0
11-23-426-03437-802150,13,09,103000,26.85,5909.0
11-23-426-03439-802151,13,09,104000,17.44,8252.0
11-23-426-03440-802152,13,09,105000,52.96,9476.0
11-23-427-03443-459749,13,10,201000,2.16,8635.0
11-23-427-03443-802153,13,10,200001,12.0,41621.0
11-23-427-03444-802154,13,10,102001,5.89,32454.0
11-23-427-03446-802155,13,10,101000,10.02,19830.0
11-23-427-03447-802156,13,10,100000,30.02,16113.0
11-23-427-03448-802157,13,10,104000,6.54,19955.0
11-23-427-03449-460965,13,10,106000,8.54,9371.0
11-23-427-03449-802158,13,10,103000,22.03,10111.0
11-23-427-03449-802159,13,10,300101,35.72,219984.0
11-23-427-03449-802160,13,10,300200,16.35,37135.0
11-23-427-03450-802161,13,10,105000,3.0,23694.0
11-23-427-03451-802162,13,10,107000,27.86,21544.0
11-23-427-03453-802163,13,10,108000,3.24,20932.0
11-23-428-03454-802164,13,11,100000,6.28,22937.0
11-23-428-03457-802165,13,11,101000,19.24,14311.0
11-23-428-03458-802166,13,11,102000,59.23,12600.0
11-23-428-03458-802167,13,11,300101,35.65,105043.0
11-23-428-03460-802168,13,11,103000,14.33,8031.0
11-23-429-03461-802169,13,12,101000,25.33,11190.0
11-23-429-03461-802170,13,12,300101,86.77,160500.0
11-23-429-03463-802172,13,12,100000,12.62,9884.0
11-23-429-03463-802173,13,12,102000,24.81,11339.0
11-23-429-03464-802174,13,12,104000,4.4,14436.0
11-23-429-03465-802175,13,12,107000,10.71,14757.0
11-23-429-03466-802176,13,12,106000,43.31,12223.0
11-23-429-03467-802177,13,12,103000,35.39,9814.0
11-23-429-03468-802178,13,12,108000,29.11,15030.0
11-23-429-03470-802179,13,12,109000,10.36,26216.0
11-23-430-03471-802180,13,13,100000,5.21,6576.0
11-23-430-03471-802181,13,13,101000,37.09,12124.0
11-23-430-03473-802182,13,13,102000,37.16,8854.0
11-23-430-03473-802183,13,13,106000,4.31,7265.0
11-23-430-03474-802184,13,13,107000,12.6,9307.0
11-23-430-03475-802185,13,13,103000,10.27,8639.0
11-23-430-03476-802186,13,13,105000,30.35,11346.0
11-23-430-03477-802187,13,13,108000,36.91,17252.0
11-23-430-03478-802188,13,13,104000,15.4,7252.0
11-23-430-03479-802189,13,13,300000,54.99,128981.0
11-23-430-03479-802190,13,13,110000,13.23,8437.0
11-23-430-03481-802191,13,13,109000,8.52,10782.0
11-23-431-03482-802192,13,14,104000,12.68,20269.0
11-23-431-03483-802193,13,14,103000,39.79,11987.0
11-23-431-03485-802194,13,14,106001,21.44,19676.0
11-23-431-03486-802195,13,14,105000,12.42,18004.0
11-23-432-03487-802196,13,16,102000,77.54,6042.0
11-23-432-03487-802197,13,16,103000,12.24,14228.0
11-23-432-03488-802198,13,16,100000,9.03,6606.0
11-23-432-03488-802199,13,16,101000,18.81,5811.0
11-23-432-03489-802200,13,16,108001,13.48,90474.0
11-23-432-03490-802201,13,16,110000,27.25,9321.0
11-23-432-03491-802202,13,16,106000,2.59,15848.0
11-23-432-03491-802203,13,16,107000,2.76,19034.0
11-23-433-03492-469140,13,16,105000,6.48,6378.0
11-23-433-03492-802205,13,16,104000,0.79,14930.0
11-23-433-03493-802206,13,16,111000,0.78,6633.0
11-23-433-03493-802207,13,16,112000,0.31,9625.0
11-23-433-03493-802208,13,16,113000,6.72,10483.0
11-23-433-03494-802209,13,16,109001,1.52,13389.0
11-23-433-03495-802210,13,16,114000,3.02,17556.0
11-23-433-03496-802211,13,16,115000,10.32,95907.0
11-23-433-03497-802212,13,16,117000,24.69,5548.0
11-23-433-03498-802213,13,16,116000,4.3,11456.0
11-23-434-03500-802215,13,17,103000,1.15,6258.0
11-23-434-03501-802216,13,17,102001,5.93,56023.0
11-23-434-03501-802217,13,17,104000,25.45,5917.0
11-23-434-03502-802218,13,17,100000,2.78,17638.0
11-23-434-03503-802219,13,17,101000,1.24,10332.0
11-23-434-03504-802220,13,17,106001,2.6,11096.0
11-23-434-03507-471043,13,17,300200,1.68,12401.0
11-23-434-03507-802221,13,17,105000,19.81,6697.0
11-23-434-03507-802222,13,17,300100,39.19,183375.0
11-23-435-03508-802224,13,18,102000,0.8,25148.0
11-23-435-03509-802225,13,18,101000,23.83,79622.0
11-23-435-03509-802226,13,18,103000,25.79,9890.0
11-23-435-03510-802227,13,18,100000,4.1,22536.0
11-23-435-03512-802228,13,18,104001,1.48,18187.0
11-23-435-03513-802230,13,18,300101,92.94,362633.0
11-23-435-03514-802231,13,18,105001,4.18,28667.0
11-23-436-03515-802232,13,19,100000,1.07,10610.0
11-23-436-03515-802233,13,19,101000,0.26,10705.0
11-23-436-03516-802234,13,19,102000,0.31,10936.0
11-23-436-03516-802235,13,19,104000,35.4,5636.0
11-23-436-03517-802236,13,19,103000,0.23,9130.0
11-23-436-03518-802237,13,19,105000,3.52,23648.0
11-23-436-03518-802238,13,19,106000,0.23,6442.0
11-23-436-03519-802239,13,19,107000,6.03,42067.0
11-23-436-03519-802240,13,19,110000,19.19,14430.0
11-23-436-03522-802241,13,19,108000,7.74,32074.0
11-23-436-03522-802242,13,19,109000,19.45,8347.0
11-23-436-03522-802243,13,19,111000,2.17,8861.0
11-23-437-03525-802245,13,20,100000,2.59,9576.0
11-23-437-03525-802246,13,20,101000,1.37,12837.0
11-23-437-03526-802248,13,20,300000,100.22,164364.0
11-23-437-03527-802249,13,20,105001,2.05,13352.0
11-23-437-03528-802250,13,20,107000,16.09,6713.0
11-23-437-03528-802251,13,20,108000,20.75,7297.0
11-23-437-03528-802252,13,20,109000,14.98,8219.0
11-23-437-03529-802253,13,20,103000,44.49,8124.0
11-23-437-03529-802254,13,20,104000,1.13,8537.0
11-23-437-03530-802255,13,20,102000,2.21,12971.0
11-23-437-03531-802256,13,20,106000,2.34,15670.0
11-23-438-03532-802257,13,22,100000,3.2,15143.0
11-23-438-03533-802259,13,22,101000,4.48,16893.0
11-23-438-03534-802260,13,22,102000,17.48,59246.0
11-23-438-03534-802261,13,22,103000,11.3,11980.0
11-23-438-03536-475533,13,22,104000,4.94,6520.0
11-23-438-03536-802263,13,22,107000,12.37,19838.0
11-23-438-03538-802265,13,22,105000,15.08,20323.0
11-23-438-03539-802266,13,22,106000,13.74,18839.0
11-23-438-03539-802267,13,22,108000,3.0,10928.0
11-23-439-03540-802268,13,23,100000,0.29,10150.0
11-23-439-03540-802269,13,23,102000,0.73,11315.0
11-23-439-03540-802270,13,23,104000,8.08,9587.0
11-23-439-03541-802271,13,23,103000,21.89,8183.0
11-23-439-03542-802272,13,23,101000,1.74,10604.0
11-23-439-03543-802273,13,23,300101,165.17,1109056.0
11-23-439-03543-802274,13,23,105000,0.64,13162.0
11-23-439-03544-802275,13,23,106001,17.21,83796.0
11-23-439-03544-802276,13,23,107000,13.0,11465.0
11-23-439-03544-802277,13,23,108000,27.03,7200.0
11-23-440-03545-802278,13,24,100001,1.62,26145.0
11-23-440-03545-802279,13,24,103000,8.19,28451.0
11-23-440-03546-802280,13,24,101000,6.09,15345.0
11-23-440-03546-802281,13,24,102000,0.72,9600.0
11-23-440-03547-802282,13,24,104000,3.88,13689.0
11-23-440-03549-802283,13,24,109000,1.79,11812.0
11-23-440-03550-802284,13,24,110000,10.0,66786.0
11-23-441-03554-802285,13,24,106000,6.58,33678.0
11-23-441-03557-802286,13,24,105000,15.54,19424.0
11-23-441-03558-802287,13,24,107000,9.0,14396.0
11-23-441-03559-802289,13,24,112000,6.14,9602.0
11-23-441-03559-802290,13,24,113000,1.33,12354.0
11-23-441-03561-802291,13,24,111000,2.32,36432.0
11-23-442-03563-802292,13,26,100000,21.54,6297.0
11-23-442-03563-802293,13,26,101000,15.8,12304.0
11-23-442-03564-802294,13,26,102000,6.47,12675.0
11-23-442-03565-802296,13,26,104000,7.77,18729.0
11-23-442-03565-802297,13,26,106000,20.41,7672.0
11-23-442-03566-802298,13,26,103000,15.15,6032.0
11-23-442-03566-802299,13,26,105000,6.64,28412.0
11-23-442-03567-802300,13,26,111000,5.18,24322.0
11-23-442-03568-802301,13,26,107000,12.95,22157.0
11-23-442-03568-802302,13,26,109000,21.83,6655.0
11-23-442-03569-802303,13,26,108000,25.79,14205.0
11-23-442-03569-802304,13,26,110000,23.41,7378.0
11-23-443-03570-802305,13,27,100000,51.41,10753.0
11-23-443-03571-802306,13,27,101000,9.99,34094.0
11-23-443-03572-802307,13,27,102000,4.24,10535.0
11-23-443-03573-802308,13,27,103000,5.65,46781.0
11-23-443-03579-802310,13,27,104000,5.83,92922.0
11-23-444-03580-802311,13,28,100000,13.99,18031.0
11-23-444-03581-802312,13,28,300000,284.9,1062771.0
11-23-445-03582-802314,13,29,100001,16.53,71945.0
11-23-445-03584-802315,13,29,102001,16.88,27808.0
11-23-445-03585-802317,13,29,101000,1.47,5669.0
11-23-445-03586-802318,13,29,103000,0.31,10363.0
11-23-445-03587-802319,13,29,106000,42.66,14688.0
11-23-445-03588-802320,13,29,104000,45.48,13358.0
11-23-445-03589-802321,13,29,105000,9.28,7502.0
11-23-446-03590-802323,13,30,102000,19.08,24173.0
11-23-446-03591-802324,13,30,101000,3.8,6479.0
11-23-446-03592-802325,13,30,100000,18.46,23834.0
11-23-446-03593-802326,13,30,107000,14.77,7041.0
11-23-446-03593-802327,13,30,103000,11.52,20401.0
11-23-446-03593-802328,13,30,106000,29.86,15508.0
11-23-446-03594-802329,13,30,108000,0.4,18645.0
11-23-446-03595-802330,13,30,105000,37.45,11660.0
11-23-446-03597-802332,13,30,104000,13.77,10075.0
11-23-447-03598-802333,13,31,105000,4.46,14074.0
11-23-447-03600-802335,13,31,101001,17.1,63694.0
11-23-447-03600-802336,13,31,103000,1.19,9605.0
11-23-447-03602-802338,13,31,100001,22.35,84543.0
11-23-447-03604-802339,13,31,104001,3.22,19789.0
11-23-447-03605-802340,13,31,102000,3.13,28245.0
11-23-448-03606-802341,13,32,109000,29.45,14946.0
11-23-448-03608-802342,13,32,108000,5.83,48485.0
11-23-448-03610-802343,13,32,107000,8.08,14156.0
11-23-449-03612-802344,13,32,106000,4.61,21111.0
11-23-449-03613-487411,13,32,104000,10.11,10375.0
11-23-449-03613-487413,13,32,105000,2.59,5248.0
11-23-449-03613-802345,13,32,200101,14.15,77966.0
11-23-449-03614-802346,13,32,100000,24.27,70914.0
11-23-449-03615-487509,13,32,201000,2.8,6660.0
11-23-449-03616-802347,13,32,103000,8.19,10998.0
11-23-449-03617-802348,13,32,102000,2.9,18614.0
11-23-449-03618-487919,13,32,210001,49.21,2412.0
11-23-449-03618-802349,13,32,101000,5.2,34548.0
11-23-449-03618-802350,13,32,211000,9.8,10083.0
11-23-450-03620-802351,13,33,300000,107.1,163431.0
11-23-450-03622-802352,13,33,102000,18.1,8192.0
11-23-450-03624-802353,13,33,100001,12.17,19994.0
11-23-450-03624-802354,13,33,101000,3.72,5891.0
11-23-451-03627-802355,13,33,104000,19.71,30115.0
11-23-451-03628-802356,13,33,103000,6.29,10619.0
11-23-451-03629-802357,13,33,105000,12.37,15158.0
11-23-451-03629-802358,13,33,107000,13.03,11000.0
11-23-451-03630-802359,13,33,108000,6.65,9546.0
11-23-451-03631-490021,13,33,310301,28.43,26731.0
11-23-451-03631-490022,13,33,310400,7.0,17961.0
11-23-451-03631-490024,13,33,110000,1.43,13144.0
11-23-451-03631-802360,13,33,310200,28.49,56124.0
11-23-451-03631-802361,13,33,310101,154.21,764586.0
11-23-451-03631-802363,13,33,109000,9.89,8995.0
11-23-451-03632-490246,13,33,310500,2.56,10168.0
11-23-451-03632-490248,13,33,310600,3.76,13346.0
11-23-451-03632-802364,13,33,106000,10.26,21460.0
11-23-452-03634-802365,13,34,100000,6.68,19078.0
11-23-452-03635-491055,13,34,104000,8.39,7034.0
11-23-452-03635-802366,13,34,103000,7.77,29529.0
11-23-452-03636-802367,13,34,101001,14.71,42356.0
11-23-452-03637-802368,13,34,102000,21.7,18791.0
11-23-453-03639-802370,13,35,100000,29.45,9893.0
11-23-453-03640-802371,13,35,101000,11.56,13213.0
11-23-454-03643-802373,13,35,102001,17.04,47642.0
11-23-454-03643-802374,13,35,104000,8.88,8093.0
11-23-454-03646-802376,13,35,103000,18.98,20209.0
11-23-455-03648-802377,13,36,101000,11.93,9208.0
11-23-455-03649-802378,13,36,100000,28.85,7525.0
11-23-455-03650-802379,13,36,109000,0.31,9202.0
11-23-455-03651-494680,13,36,104000,0.19,4251.0
11-23-455-03651-494681,13,36,107000,5.16,7179.0
11-23-455-03651-802380,13,36,103000,11.42,21879.0
11-23-455-03651-802381,13,36,106000,4.12,15809.0
11-23-455-03652-494773,13,36,102000,5.44,8265.0
11-23-455-03652-494775,13,36,200001,5.01,9819.0
11-23-455-03652-494776,13,36,108000,2.33,7037.0
11-23-455-03652-802382,13,36,203000,4.99,12627.0
11-23-455-03652-802383,13,36,206000,7.5,33797.0
11-23-455-03652-802384,13,36,202000,6.36,16652.0
11-23-455-03652-802385,13,36,204000,3.6,11432.0
11-23-455-03654-495003,13,36,110001,12.21,96858.0
11-23-455-03656-802387,13,36,111000,15.92,18803.0
11-23-455-03656-802388,13,36,112000,0.78,8495.0
11-23-455-03656-802389,13,36,113000,0.33,7633.0
11-23-455-03658-802391,13,36,114000,26.0,34227.0
11-23-456-03659-495758,13,37,101000,5.53,10349.0
11-23-456-03659-802392,13,37,100000,18.79,11410.0
11-23-456-03664-802393,13,37,102000,8.47,64532.0
11-23-456-03665-802394,13,37,103000,9.24,8516.0
11-23-457-03667-802395,13,38,103000,11.5,13282.0
11-23-457-03668-497374,13,38,105000,8.81,8738.0
11-23-457-03669-802396,13,38,104000,6.1,20757.0
11-23-457-03672-802397,13,38,102001,19.98,67151.0
11-23-457-03674-802398,13,38,100000,29.15,13442.0
11-23-457-03675-498469,13,38,101000,4.37,6417.0
11-23-458-03677-802401,13,06,300000,45.75,100490.0
11-23-458-03679-802402,13,06,104000,10.87,17888.0
11-23-458-03681-802403,13,06,107000,1.2,9125.0
11-23-458-03682-802404,13,06,106000,20.01,14747.0
11-23-458-03683-802405,13,06,108001,11.88,15232.0
11-23-459-03684-802406,13,06,100000,52.49,12090.0
11-23-459-03685-802407,13,06,101001,4.5,19383.0
11-23-459-03686-802408,13,06,102000,5.44,42138.0
11-23-459-03688-802409,13,06,105001,12.62,18048.0
11-23-460-03689-802410,13,14,100000,36.42,8225.0
11-23-460-03689-802411,13,14,201000,0.99,5021.0
11-23-460-03689-802411,13,14,101000,40.92,15245.0
11-23-460-03690-802412,13,14,102000,22.41,6825.0
11-23-460-03691-501529,13,14,212000,27.7,25818.0
11-23-460-03691-802413,13,14,200001,19.92,55508.0
11-23-460-03691-802414,13,14,210001,14.08,16515.0
11-23-460-03691-802415,13,14,211000,24.86,39893.0
11-23-461-03693-802416,13,14,107000,36.65,17009.0
11-23-461-03693-802417,13,14,108000,12.09,21169.0
11-23-461-03694-501949,13,14,109000,8.44,8849.0
11-23-461-03694-501950,13,14,110000,9.12,9220.0
11-23-461-03694-501952,13,14,111000,7.14,14947.0
11-23-461-03694-802418,13,14,112000,15.06,26060.0
11-23-461-03694-802419,13,14,113000,12.85,12474.0
11-23-461-03695-802420,13,14,114000,46.88,15482.0
11-23-462-03699-802424,13,15,100000,10.1,28641.0
11-23-463-03705-802426,13,15,105000,11.97,10812.0
11-23-463-03705-802426,13,15,103000,3.45,6819.0
11-23-463-03705-802426,13,15,101000,11.45,15072.0
11-23-463-03705-802426,13,15,104000,15.99,10919.0
11-23-463-03705-802426,13,15,102000,14.04,16585.0
11-23-464-03706-802427,13,21,102000,0.39,10349.0
11-23-464-03707-504209,13,21,100000,0.58,6751.0
11-23-464-03707-802428,13,21,101001,5.18,10361.0
11-23-464-03709-802429,13,21,103000,6.34,22644.0
11-23-464-03710-802430,13,21,104000,12.16,10405.0
11-23-465-03711-802431,13,21,105001,22.8,7574.0
11-23-465-03712-802432,13,21,106000,1.33,8096.0
11-23-465-03713-802433,13,21,107000,13.32,21900.0
11-23-466-03716-802435,13,25,300000,35.77,145133.0
11-23-466-03717-802437,13,25,101000,17.53,8859.0
11-23-466-03718-802438,13,25,102000,23.4,9429.0
11-23-467-03719-802439,13,25,310000,12.67,172710.0
11-23-467-03719-802440,13,25,104000,38.82,15276.0
11-23-467-03721-802441,13,25,103000,7.56,29079.0
11-24-468-03723-802442,07,07,103000,51.83,16466.0
11-24-468-03724-802443,07,07,104000,92.44,18408.0
11-24-468-03725-802444,07,07,105000,17.81,51209.0
11-24-468-03726-802445,07,07,310101,68.22,104303.0
11-24-468-03726-802445,07,07,310200,35.81,16706.0
11-24-468-03728-507105,07,07,102000,73.96,8105.0
11-24-468-03729-802446,07,17,104000,7.56,14293.0
11-24-468-03729-802446,07,07,101000,14.89,36636.0
11-24-468-03730-507349,07,07,100000,20.75,11652.0
11-24-468-03731-507358,07,07,106000,2.97,19787.0
11-24-468-03731-802447,07,07,300000,29.58,104585.0
11-24-469-03733-802448,07,08,104000,22.24,18061.0
11-24-469-03737-508001,07,08,105000,17.41,10673.0
11-24-469-03738-508111,07,08,101000,6.77,5716.0
11-24-469-03739-508229,07,08,100000,7.88,9029.0
11-24-469-03739-802450,07,08,106001,39.5,90269.0
11-24-469-03740-802451,07,08,102000,8.43,62435.0
11-24-470-03745-802454,07,08,103000,36.95,24101.0
11-24-470-03746-802455,07,10,107001,22.08,51794.0
11-24-470-03747-802456,07,10,109001,80.997665,97025.0
11-24-470-03748-802457,07,10,102000,30.09,16636.0
11-24-470-03750-802458,07,10,100000,20.52,16216.0
11-24-471-03752-802459,07,10,104000,37.0,18267.0
11-24-471-03753-802460,07,10,103000,35.15,51003.0
11-24-471-03754-802461,07,10,110001,28.370272,59647.0
11-24-471-03755-802462,07,10,105000,44.27,25167.0
11-24-471-03756-802463,07,10,111001,29.22696,25765.0
11-24-471-03757-802464,07,10,300101,125.4968,109950.0
11-24-471-03758-509611,07,10,101000,8.77,8177.0
11-24-471-03759-802465,07,10,108001,64.05628,50733.0
11-24-472-03760-802466,07,09,103000,27.32,17231.0
